0.5207561204,9.6721935401
10.7456961360,10.4363007933
5.3997480882,5.3776018167
10.1419114846,-0.1936716216
3.5350840973,4.0172449350
10.4179543774,0.2518047343
10.1482191757,-0.8563879989
-0.8236887300,5.4403597863
5.3123718799,4.9174225977
10.1889831229,10.1289896905
10.0322333123,0.1162114442
4.5136997915,4.5687018375
0.0899470756,0.6960011432
5.3662615217,0.4745662362
1.1196877786,10.2830531623
10.3622279443,10.8409002079
0.5703115051,4.7860575617
0.2596732571,0.7663694565
4.6662647254,-0.2764217510
-0.5567787728,10.0326388367
9.9891194539,10.1759706574
10.1478651916,0.2500809615
9.5499334416,-0.2336511128
9.9679085590,0.5826736784
-0.8105286298,10.8569755370
0.7151743901,9.9488813070
-0.8856484252,6.3200519615
3.8608342780,4.7866781366
-0.5850565130,-0.9009902188
0.9866040968,5.0134531966
0.2569539248,0.0897908910
4.9657412950,5.0464181878
10.0185650059,-0.2782659992
10.4109103323,-0.3258163746
4.4117572315,5.5771834590
-0.1826607757,0.0923401529
-0.3592036328,0.4474621885
4.8797722438,-0.1787910211
9.2422811478,9.2622842493
-0.4683677321,5.5627905471
0.0304764139,9.1027469938
9.9418883861,0.1620863832
5.9332065673,0.5183711446
-0.7038891798,4.7430843070
-0.3378150942,9.3725792656
10.0669842740,-0.3595176375
10.5301640716,9.1802809974
4.6481130554,-0.0697068138
10.3753547815,10.8907851171
10.1351487171,-0.0785274871
-0.1347034172,0.3587711279
-1.0259648175,10.6072890151
1.1017378618,10.4919934868
0.1708779879,0.9380854196
10.1738040279,0.4236080636
9.6128315734,-0.0429776746
-0.5789517573,9.1036324522
4.5790017148,6.1106702226
-0.3393111871,9.9586627952
9.8232663602,-0.2806788896
10.0339063891,9.9250470428
9.8060994006,10.1612874138
10.4641346237,9.7025764321
1.8377139062,4.8818596424
5.3061749978,0.5910881181
1.1780218723,3.9589920350
10.5014042726,-0.2704127040
10.0013101545,9.1749488601
9.7710213428,10.4440753985
0.8552015077,10.2642902102
5.4989214603,0.0541965489
0.0933833822,-0.3776914662
9.5766829507,0.2409464228
9.8122981162,10.6185516030
10.1694527076,0.4907393418
5.4086336708,5.8244644685
0.3142599027,6.2236949008
1.1745760859,5.0751001063
-0.8860402470,9.6674206202
-0.6357077640,4.7044595206
2.3692873008,11.3954340822
-2.0323537643,8.6784442135
-0.8679224628,10.5571376184
-0.9331060772,9.0030683736
0.7986271840,4.0452924465
9.8972923781,9.9603325636
9.3507893290,9.7967985677
9.6807136659,9.7668590677
11.0475153822,10.4336048949
9.7099894328,-0.2388192413
-0.7571557674,3.9484143234
9.7546952810,-0.3401491070
5.7964652112,6.3625380879
10.5206832757,10.1364430474
9.5016749753,0.1509756194
0.5053371476,10.5278393499
4.7767078950,0.2451301287
1.2497104202,8.9435029294
-0.3893151986,5.1041325133
0.4581638374,0.1732442379
-1.0151142169,4.8592728597
10.6131776660,10.1267256395
0.8945135647,4.7390569439
-0.0410755892,0.5586479158
5.3375805602,-0.1134744884
-0.3211590387,8.4143742932
9.9812081268,0.0729370376
9.4999709780,-0.4484268439
-0.5968184159,0.4595770868
-0.2236609478,0.6405081809
1.4489634173,5.5980585242
4.9249193577,-0.4154937737
4.5555625764,5.1635112253
9.3467839537,10.3368835779
-1.9173488860,8.5288735946
-0.0106836472,-0.3736058396
0.6865677468,10.7410737807
-1.0619478622,-0.2628775108
1.1373810976,10.3994693726
-1.0350715174,3.4392263515
-0.0061233864,-0.4486271857
0.5770721838,9.8219767099
-0.7949180859,5.2836680179
4.4254590172,0.2200513925
-0.6601166035,0.9157293829
-0.6003856929,10.1396536896
5.3403919466,5.9577975389
0.0554420501,4.3342243673
0.2041263779,-0.8512918021
-1.2121201301,0.4420226982
5.1802112938,5.5541782041
9.6455089911,10.7470246049
-2.2197779475,8.6003184953
4.2092713724,-0.1980860392
0.6581430360,9.6047164520
5.1910355278,-0.3669046569
4.7822902268,-0.4310975740
-0.3952372277,0.2357341786
5.5511897336,0.8594825176
5.5084120398,-0.1308293723
2.8652120231,9.0980073506
4.3053658145,5.4277032689
9.9578658277,9.8277342971
9.5858203882,-0.1308466325
9.7946170939,10.5412547870
0.1120462409,0.0062962004
-0.0877006359,4.7045958723
9.9427383341,-0.0594587029
-0.1045116286,-0.4252602271
3.9947944846,5.6505641494
1.6053559624,11.2239363442
4.8133524127,-0.2947605409
-0.3133586123,0.4311967362
10.5147722893,-0.0292576151
4.9752895751,0.0653711282
-0.0350964668,9.1460670915
-0.4232765951,3.5390515280
9.4927985117,-0.2935498638
0.0521005520,-0.0312965639
9.3841878266,10.9536647701
-0.8258327732,11.8463959206
0.9421125022,5.4329236747
10.0412057438,0.8754520665
4.7850549643,0.1874094411
-1.8750073875,11.1799885297
9.8404479555,10.3341248334
10.3055771942,9.6303572708
10.1265340223,0.3930575724
4.6902920310,-0.0894666287
0.9430929506,0.0872889064
4.7259606393,5.1363710168
10.1530472407,0.3817710489
-0.1286882687,-0.8342920369
0.7013971555,-0.7009255314
4.9332496242,3.8402838242
2.9354062064,8.9720762350
10.9677210224,10.5679709850
-0.4357897296,9.1585504859
5.5547831295,4.6863898881
8.0550917048,10.1782960143
3.4737539537,4.3116919914
5.0394466652,5.6150717408
10.5133086428,0.1571881536
1.0368656141,5.5311934361
9.4813439768,10.9537138217
4.6044510609,-0.1963491580
4.4425825453,5.4656212537
5.0479461042,5.2219015504
5.2573428331,5.1344478448
10.3334956165,9.8640835166
8.9871794049,9.6395512416
4.9482491160,5.0582992784
9.8109925061,0.2195866508
0.9366488881,0.5400240329
-0.0953410912,11.7303218149
5.1891260280,-1.0889816564
9.8639090837,0.5178679637
-0.1309519889,5.5826803770
10.0078614258,-0.0910692976
-1.6583170181,4.8618513913
4.8996365920,5.2623036193
1.0302496940,9.6199631537
0.0995298478,-0.3001084386
4.7375860967,0.4446525897
-0.4616166231,-0.6758423028
5.4505573799,-0.0394433596
0.6006069611,-0.2040376865
4.7700419845,5.2298631235
0.1454972667,4.9684688651
4.5354813580,4.5108918021
9.9545973564,10.9225307914
10.2426757808,-0.1753365876
-0.3367453121,0.1394970811
10.1310032503,10.5807591693
9.6983195873,0.1080492552
5.1838549272,0.3654428870
-0.4912436968,-0.1123165750
-0.7031587318,-0.0415527863
9.5160881005,11.0063203060
0.1720734553,4.0076521699
0.5055578532,10.4362357048
9.9918980532,9.3359602074
10.3288209722,0.1275963925
0.8068556345,0.2267671508
0.2573731064,9.3691535971
5.1429557734,5.9833718274
4.6190233012,5.6995113446
-0.1349374676,-0.4893818579
9.4692849089,0.1100239224
11.0099887456,10.2356610178
9.5759985376,10.4317596986
5.3628069700,4.2141647726
0.5456550603,0.3045690605
-0.2435926847,3.4232265397
4.8756114134,0.1610064839
5.6234792031,4.9687843845
9.9603491933,0.0216836896
6.1713417910,5.7974870188
2.0642201349,10.1580948759
-1.5138753074,5.6447371896
10.1582533509,9.6647202568
4.2053130403,4.1872969384
0.3794642949,0.1405957120
9.9590784818,9.1559683405
9.5115080460,9.3008788000
0.0752094526,0.1824805012
10.4445882305,-0.0849654117
4.2763085000,5.9382054762
-0.2374726556,-0.3266646163
9.6826501725,10.4665576371
10.3057081384,9.8876018141
5.2279505504,-0.2704217466
0.0223392393,11.6935471334
5.1794717254,5.7232140438
0.2537372968,8.2069236021
9.1247449645,10.1410811796
0.2750260495,-0.4841722274
9.8003733106,0.2165710456
-0.2855894949,0.2862913907
-0.9662470548,5.4375773824
